ENSDARP00000136350.1	ENSDARP00000152373.1
ENSDARP00000036553.7	ENSDARP00000077546.4
ENSDARP00000114252.1	ENSDARP00000144832.1
ENSDARP00000090933.3	ENSDARP00000152725.1
ENSDARP00000120523.2	ENSDARP00000117202.2
ENSDARP00000060705.3	ENSDARP00000152302.1
ENSDARP00000114512.2	ENSDARP00000120624.1
ENSDARP00000083446.4	ENSDARP00000147246.1
ENSDARP00000075852.5	ENSDARP00000145550.1
ENSDARP00000133149.1	ENSDARP00000151544.1
ENSDARP00000156445.1	ENSDARP00000157043.1
ENSDARP00000134906.1	ENSDARP00000154292.1
ENSDARP00000074268.3	ENSDARP00000137698.2
ENSDARP00000017350.6	ENSDARP00000153446.1
ENSDARP00000125530.1	ENSDARP00000120309.2
ENSDARP00000153802.1	ENSDARP00000128866.1
ENSDARP00000117750.1	ENSDARP00000121576.1
ENSDARP00000058063.4	ENSDARP00000145822.1
ENSDARP00000008601.7	ENSDARP00000131786.2
ENSDARP00000127292.1	ENSDARP00000156201.1
ENSDARP00000060701.4	ENSDARP00000153576.1
ENSDARP00000059320.4	ENSDARP00000146900.1
ENSDARP00000048072.5	ENSDARP00000152210.1
ENSDARP00000119995.1	ENSDARP00000018371.7
ENSDARP00000091530.4	ENSDARP00000147931.1
ENSDARP00000067238.3	ENSDARP00000149481.1
ENSDARP00000032408.3	ENSDARP00000155696.1
ENSDARP00000142408.1	ENSDARP00000122546.2
ENSDARP00000119118.1	ENSDARP00000141218.2
ENSDARP00000027370.6	ENSDARP00000144023.2
ENSDARP00000110924.1	ENSDARP00000153181.1
ENSDARP00000070808.3	ENSDARP00000151101.1
ENSDARP00000134891.2	ENSDARP00000157474.1
ENSDARP00000042161.6	ENSDARP00000149718.1
ENSDARP00000020538.4	ENSDARP00000092180.4
ENSDARP00000105620.2	ENSDARP00000152164.1
ENSDARP00000117359.1	ENSDARP00000096381.3
ENSDARP00000039283.5	ENSDARP00000155707.1
ENSDARP00000005578.7	ENSDARP00000150824.1
ENSDARP00000097045.3	ENSDARP00000148492.1
ENSDARP00000094561.3	ENSDARP00000094571.3
ENSDARP00000120028.1	ENSDARP00000150687.1
ENSDARP00000094197.4	ENSDARP00000155516.1
ENSDARP00000127828.2	ENSDARP00000127584.2
ENSDARP00000129063.1	ENSDARP00000108552.1
ENSDARP00000105003.2	ENSDARP00000154254.1
ENSDARP00000115732.1	ENSDARP00000092182.3
ENSDARP00000083577.4	ENSDARP00000156118.1
ENSDARP00000042220.5	ENSDARP00000144827.1
ENSDARP00000138724.1	ENSDARP00000145336.1
ENSDARP00000104056.3	ENSDARP00000133399.2
ENSDARP00000111859.3	ENSDARP00000157147.1
ENSDARP00000125120.1	ENSDARP00000156126.1
ENSDARP00000123783.1	ENSDARP00000151553.1
ENSDARP00000060294.6	ENSDARP00000157167.1
ENSDARP00000057866.4	ENSDARP00000003500.4
ENSDARP00000103673.2	ENSDARP00000154848.1
ENSDARP00000064632.4	ENSDARP00000147325.1
ENSDARP00000042495.7	ENSDARP00000145776.1
ENSDARP00000072586.5	ENSDARP00000117540.2
ENSDARP00000155125.1	ENSDARP00000150141.1
ENSDARP00000127179.1	ENSDARP00000144868.1
ENSDARP00000043650.6	ENSDARP00000145599.1
ENSDARP00000135756.1	ENSDARP00000135067.1
ENSDARP00000122733.1	ENSDARP00000112804.1
ENSDARP00000127701.1	ENSDARP00000130670.1
ENSDARP00000107543.1	ENSDARP00000145802.1
ENSDARP00000017764.6	ENSDARP00000129995.2
ENSDARP00000024256.7	ENSDARP00000154199.1
ENSDARP00000116316.1	ENSDARP00000156492.1
ENSDARP00000106182.1	ENSDARP00000153113.1
ENSDARP00000111748.2	ENSDARP00000113436.1
ENSDARP00000115058.1	ENSDARP00000116769.1
ENSDARP00000124949.1	ENSDARP00000148572.1
ENSDARP00000101723.3	ENSDARP00000145758.1
ENSDARP00000106407.2	ENSDARP00000154323.1
ENSDARP00000144612.1	ENSDARP00000144382.1
ENSDARP00000107353.2	ENSDARP00000152855.1
ENSDARP00000048631.5	ENSDARP00000140128.1
ENSDARP00000146470.1	ENSDARP00000134137.1
ENSDARP00000125973.1	ENSDARP00000151052.1
ENSDARP00000072831.4	ENSDARP00000141547.2
ENSDARP00000122547.1	ENSDARP00000060336.6
ENSDARP00000080722.4	ENSDARP00000084183.4
ENSDARP00000059472.6	ENSDARP00000148910.1
ENSDARP00000113375.1	ENSDARP00000148478.1
ENSDARP00000093844.2	ENSDARP00000146740.1
ENSDARP00000126635.1	ENSDARP00000121296.1
ENSDARP00000073136.4	ENSDARP00000154830.1
ENSDARP00000119586.1	ENSDARP00000156394.1
ENSDARP00000016261.6	ENSDARP00000088880.2
ENSDARP00000060290.6	ENSDARP00000155866.1
ENSDARP00000122392.1	ENSDARP00000153441.1
ENSDARP00000140269.1	ENSDARP00000135841.1
ENSDARP00000058954.4	ENSDARP00000147812.1
ENSDARP00000140107.1	ENSDARP00000133202.2
ENSDARP00000066406.5	ENSDARP00000144328.1
ENSDARP00000118056.1	ENSDARP00000149355.1
ENSDARP00000118958.1	ENSDARP00000125632.1
ENSDARP00000139792.2	ENSDARP00000131606.2
ENSDARP00000121195.1	ENSDARP00000154661.1
ENSDARP00000080968.5	ENSDARP00000155911.1
ENSDARP00000089363.4	ENSDARP00000094808.4
ENSDARP00000109649.4	ENSDARP00000125726.1
ENSDARP00000028465.5	ENSDARP00000026092.5
ENSDARP00000066396.5	ENSDARP00000146398.1
ENSDARP00000060126.4	ENSDARP00000114241.1
ENSDARP00000092761.3	ENSDARP00000156338.1
ENSDARP00000057123.3	ENSDARP00000156416.1
ENSDARP00000035261.6	ENSDARP00000153999.1
ENSDARP00000121836.1	ENSDARP00000148204.1
ENSDARP00000131691.1	ENSDARP00000025601.9
ENSDARP00000103038.3	ENSDARP00000157274.1
ENSDARP00000113543.1	ENSDARP00000149472.1
ENSDARP00000093404.3	ENSDARP00000153244.1
ENSDARP00000127966.1	ENSDARP00000128849.1
ENSDARP00000102703.3	ENSDARP00000156703.1
ENSDARP00000076129.5	ENSDARP00000115908.1
ENSDARP00000052388.5	ENSDARP00000150607.1
ENSDARP00000124125.1	ENSDARP00000124931.1
ENSDARP00000134586.2	ENSDARP00000148410.1
ENSDARP00000122442.1	ENSDARP00000148618.1
ENSDARP00000115355.1	ENSDARP00000151704.1
ENSDARP00000060688.2	ENSDARP00000138427.2
ENSDARP00000129807.1	ENSDARP00000155502.1
ENSDARP00000128494.1	ENSDARP00000151949.1
ENSDARP00000051255.3	ENSDARP00000155913.1
ENSDARP00000028398.6	ENSDARP00000151671.1
ENSDARP00000051081.4	ENSDARP00000135248.2
ENSDARP00000117542.1	ENSDARP00000048143.5
ENSDARP00000116486.1	ENSDARP00000152825.1
ENSDARP00000062675.6	ENSDARP00000151524.1
ENSDARP00000124594.1	ENSDARP00000153527.1
ENSDARP00000115988.1	ENSDARP00000150521.1
ENSDARP00000121453.1	ENSDARP00000131887.1
ENSDARP00000157452.1	ENSDARP00000148210.1
ENSDARP00000060684.3	ENSDARP00000148655.1
ENSDARP00000096529.4	ENSDARP00000152025.1
ENSDARP00000073779.4	ENSDARP00000149605.1
ENSDARP00000011603.6	ENSDARP00000149983.1
ENSDARP00000122926.1	ENSDARP00000154232.1
ENSDARP00000139610.2	ENSDARP00000154172.1
ENSDARP00000047357.5	ENSDARP00000129889.2
ENSDARP00000119785.1	ENSDARP00000156797.1
ENSDARP00000099132.4	ENSDARP00000149685.1
ENSDARP00000005343.8	ENSDARP00000149507.1
ENSDARP00000046688.5	ENSDARP00000149452.1
ENSDARP00000094821.3	ENSDARP00000156923.1
ENSDARP00000005886.9	ENSDARP00000134897.2
ENSDARP00000092760.4	ENSDARP00000156691.1
ENSDARP00000060887.6	ENSDARP00000060889.6
ENSDARP00000118142.2	ENSDARP00000149047.1
ENSDARP00000131509.1	ENSDARP00000138004.1
ENSDARP00000056368.6	ENSDARP00000148465.1
ENSDARP00000046383.5	ENSDARP00000144787.1
ENSDARP00000009133.5	ENSDARP00000154466.1
ENSDARP00000117985.1	ENSDARP00000153046.1
ENSDARP00000084624.4	ENSDARP00000146344.1
ENSDARP00000073156.4	ENSDARP00000074173.2
ENSDARP00000060977.2	ENSDARP00000151428.1
ENSDARP00000115571.1	ENSDARP00000154385.1
ENSDARP00000079823.4	ENSDARP00000155735.1
ENSDARP00000123895.1	ENSDARP00000052122.3
ENSDARP00000057289.3	ENSDARP00000152943.1
ENSDARP00000115491.1	ENSDARP00000054006.4
ENSDARP00000122697.1	ENSDARP00000157014.1
ENSDARP00000057296.6	ENSDARP00000145215.1
ENSDARP00000053025.3	ENSDARP00000150956.1
ENSDARP00000121285.1	ENSDARP00000146897.1
ENSDARP00000148527.1	ENSDARP00000152236.1
ENSDARP00000091671.3	ENSDARP00000152469.1
ENSDARP00000025485.8	ENSDARP00000151816.1
ENSDARP00000121720.1	ENSDARP00000147710.1
ENSDARP00000102674.3	ENSDARP00000149835.1
ENSDARP00000096586.3	ENSDARP00000117394.1
ENSDARP00000006586.6	ENSDARP00000150100.1
ENSDARP00000145984.1	ENSDARP00000144783.1
ENSDARP00000025718.7	ENSDARP00000157442.1
ENSDARP00000066316.5	ENSDARP00000150927.1
ENSDARP00000114105.1	ENSDARP00000089501.4
ENSDARP00000146972.1	ENSDARP00000153745.1
ENSDARP00000103971.2	ENSDARP00000156102.1
ENSDARP00000111328.1	ENSDARP00000149921.1
ENSDARP00000130825.1	ENSDARP00000146920.1
ENSDARP00000096680.3	ENSDARP00000137863.2
ENSDARP00000110729.2	ENSDARP00000151070.1
ENSDARP00000099017.2	ENSDARP00000113135.1
ENSDARP00000113061.1	ENSDARP00000156313.1
ENSDARP00000121882.1	ENSDARP00000156366.1
ENSDARP00000138701.1	ENSDARP00000145808.1
ENSDARP00000074046.3	ENSDARP00000151956.1
ENSDARP00000003564.7	ENSDARP00000149513.1
ENSDARP00000136156.1	ENSDARP00000025119.6
ENSDARP00000054461.6	ENSDARP00000153819.1
ENSDARP00000132311.1	ENSDARP00000141819.2
ENSDARP00000012436.8	ENSDARP00000145596.1
ENSDARP00000145443.1	ENSDARP00000151336.1
ENSDARP00000103341.3	ENSDARP00000148884.1
ENSDARP00000112597.1	ENSDARP00000156152.1
ENSDARP00000059819.5	ENSDARP00000035699.4
ENSDARP00000117284.1	ENSDARP00000145522.1
ENSDARP00000147905.1	ENSDARP00000054597.1
ENSDARP00000076504.4	ENSDARP00000146547.1
ENSDARP00000069028.4	ENSDARP00000055263.5
ENSDARP00000137095.1	ENSDARP00000065168.4
ENSDARP00000143571.2	ENSDARP00000086954.5
ENSDARP00000091049.3	ENSDARP00000147474.1
ENSDARP00000004972.7	ENSDARP00000151315.1
ENSDARP00000117524.2	ENSDARP00000052121.3
ENSDARP00000095073.4	ENSDARP00000151875.1
ENSDARP00000127373.1	ENSDARP00000155547.1
ENSDARP00000104616.2	ENSDARP00000148089.1
ENSDARP00000129182.2	ENSDARP00000147823.1
ENSDARP00000096379.3	ENSDARP00000145659.1
ENSDARP00000107413.2	ENSDARP00000137522.2
ENSDARP00000103186.3	ENSDARP00000156519.1
ENSDARP00000092501.3	ENSDARP00000148260.1
ENSDARP00000127829.1	ENSDARP00000147517.1
ENSDARP00000130395.1	ENSDARP00000147683.1
ENSDARP00000155753.1	ENSDARP00000085190.3
ENSDARP00000019229.6	ENSDARP00000148557.1
ENSDARP00000149944.1	ENSDARP00000059832.7
ENSDARP00000131924.1	ENSDARP00000146968.1
ENSDARP00000061827.5	ENSDARP00000153936.1
ENSDARP00000080173.4	ENSDARP00000133633.1
ENSDARP00000135869.1	ENSDARP00000022789.6
ENSDARP00000040753.7	ENSDARP00000142972.1
ENSDARP00000118755.1	ENSDARP00000064612.7
ENSDARP00000132224.1	ENSDARP00000072424.5
ENSDARP00000150888.1	ENSDARP00000144361.1
ENSDARP00000121428.2	ENSDARP00000138534.2
ENSDARP00000116504.2	ENSDARP00000145501.1
ENSDARP00000077569.5	ENSDARP00000149949.1
ENSDARP00000063600.7	ENSDARP00000146944.1
ENSDARP00000053538.5	ENSDARP00000157216.1
ENSDARP00000149358.1	ENSDARP00000149187.1
ENSDARP00000105178.1	ENSDARP00000123411.1
ENSDARP00000065292.5	ENSDARP00000147367.1
ENSDARP00000073133.1	ENSDARP00000155567.1
ENSDARP00000139692.1	ENSDARP00000016113.7
ENSDARP00000093055.2	ENSDARP00000150522.1
ENSDARP00000011155.5	ENSDARP00000144877.1
ENSDARP00000031983.4	ENSDARP00000146527.1
ENSDARP00000075780.3	ENSDARP00000147130.1
ENSDARP00000121066.1	ENSDARP00000135094.2
ENSDARP00000052344.4	ENSDARP00000153680.1
ENSDARP00000109782.2	ENSDARP00000147446.1
ENSDARP00000113142.1	ENSDARP00000153510.1
ENSDARP00000101711.2	ENSDARP00000157279.1
ENSDARP00000015477.7	ENSDARP00000148240.1
ENSDARP00000114362.1	ENSDARP00000121564.1
ENSDARP00000111824.2	ENSDARP00000145487.1
ENSDARP00000046862.7	ENSDARP00000152433.1
ENSDARP00000118247.2	ENSDARP00000147382.1
ENSDARP00000075321.4	ENSDARP00000149652.1
ENSDARP00000134471.1	ENSDARP00000137126.2
ENSDARP00000064751.7	ENSDARP00000138416.2
ENSDARP00000036145.6	ENSDARP00000084377.5
ENSDARP00000144300.1	ENSDARP00000146960.1
ENSDARP00000125088.1	ENSDARP00000137627.2
ENSDARP00000023215.6	ENSDARP00000032142.7
ENSDARP00000141356.1	ENSDARP00000131021.1
ENSDARP00000020264.8	ENSDARP00000148056.1
ENSDARP00000052729.3	ENSDARP00000151050.1
ENSDARP00000143832.1	ENSDARP00000151061.1
ENSDARP00000067094.6	ENSDARP00000136006.2
ENSDARP00000054459.5	ENSDARP00000151657.1
ENSDARP00000027560.7	ENSDARP00000130685.2
ENSDARP00000147184.1	ENSDARP00000126299.1
ENSDARP00000134310.1	ENSDARP00000138645.1
ENSDARP00000153693.1	ENSDARP00000154008.1
ENSDARP00000058031.6	ENSDARP00000156882.1
ENSDARP00000110768.2	ENSDARP00000148009.1
ENSDARP00000045248.4	ENSDARP00000101682.1
ENSDARP00000120802.1	ENSDARP00000074178.6
ENSDARP00000055323.6	ENSDARP00000153669.1
ENSDARP00000119450.1	ENSDARP00000148947.1
ENSDARP00000032745.7	ENSDARP00000104898.2
ENSDARP00000150827.1	ENSDARP00000101022.2
ENSDARP00000132887.1	ENSDARP00000155458.1
ENSDARP00000121119.2	ENSDARP00000149252.1
ENSDARP00000055311.6	ENSDARP00000157364.1
ENSDARP00000129538.1	ENSDARP00000148860.1
ENSDARP00000124168.1	ENSDARP00000146174.1
ENSDARP00000043381.4	ENSDARP00000106942.1
ENSDARP00000144475.1	ENSDARP00000140511.2
ENSDARP00000084619.6	ENSDARP00000154250.1
ENSDARP00000055589.5	ENSDARP00000152771.1
ENSDARP00000095027.4	ENSDARP00000147168.1
ENSDARP00000009159.8	ENSDARP00000146198.1
ENSDARP00000077974.4	ENSDARP00000077990.5
ENSDARP00000062342.5	ENSDARP00000157045.1
ENSDARP00000090497.4	ENSDARP00000144759.1
ENSDARP00000128760.1	ENSDARP00000157235.1
ENSDARP00000131449.1	ENSDARP00000157001.1
ENSDARP00000043161.6	ENSDARP00000155437.1
ENSDARP00000121412.1	ENSDARP00000146104.1
ENSDARP00000122544.1	ENSDARP00000106843.3
ENSDARP00000116950.1	ENSDARP00000147811.1
ENSDARP00000053530.3	ENSDARP00000135190.2
ENSDARP00000060948.6	ENSDARP00000147614.1
ENSDARP00000140182.1	ENSDARP00000140914.3
ENSDARP00000014106.5	ENSDARP00000136097.1
ENSDARP00000062929.3	ENSDARP00000156613.1
ENSDARP00000117414.1	ENSDARP00000148579.1
ENSDARP00000052347.4	ENSDARP00000156298.1
ENSDARP00000132998.1	ENSDARP00000154457.1
ENSDARP00000122322.1	ENSDARP00000153827.1
ENSDARP00000026435.5	ENSDARP00000144110.2
ENSDARP00000056404.4	ENSDARP00000146033.1
ENSDARP00000096865.3	ENSDARP00000141915.2
ENSDARP00000107363.2	ENSDARP00000109842.2
ENSDARP00000116232.2	ENSDARP00000060224.5
ENSDARP00000090664.3	ENSDARP00000098791.2
ENSDARP00000045517.5	ENSDARP00000148549.1
ENSDARP00000006320.6	ENSDARP00000139605.1
ENSDARP00000078566.4	ENSDARP00000132161.2
ENSDARP00000115067.1	ENSDARP00000150943.1
ENSDARP00000136256.2	ENSDARP00000157354.1
ENSDARP00000128070.1	ENSDARP00000132450.2
ENSDARP00000141709.1	ENSDARP00000148822.1
ENSDARP00000113487.2	ENSDARP00000113780.2
ENSDARP00000035010.7	ENSDARP00000033200.5
ENSDARP00000157095.1	ENSDARP00000128529.1
ENSDARP00000064196.2	ENSDARP00000116125.1
ENSDARP00000023827.7	ENSDARP00000052906.4
ENSDARP00000088783.1	ENSDARP00000147807.1
ENSDARP00000129345.1	ENSDARP00000156485.1
ENSDARP00000120087.1	ENSDARP00000133500.2
ENSDARP00000122445.1	ENSDARP00000156449.1
ENSDARP00000075733.3	ENSDARP00000148504.1
ENSDARP00000051311.3	ENSDARP00000156436.1
ENSDARP00000075636.5	ENSDARP00000145492.1
ENSDARP00000135005.1	ENSDARP00000135642.1
ENSDARP00000114500.1	ENSDARP00000145968.1
ENSDARP00000092353.2	ENSDARP00000151654.1
ENSDARP00000082723.5	ENSDARP00000149414.1
ENSDARP00000135508.2	ENSDARP00000129736.1
ENSDARP00000093923.4	ENSDARP00000147440.1
ENSDARP00000004577.7	ENSDARP00000045615.7
ENSDARP00000149269.1	ENSDARP00000144847.1
ENSDARP00000041006.6	ENSDARP00000133564.1
ENSDARP00000097890.2	ENSDARP00000147619.1
ENSDARP00000108724.3	ENSDARP00000052682.5
ENSDARP00000129224.1	ENSDARP00000128590.1
ENSDARP00000122110.1	ENSDARP00000135365.2
ENSDARP00000116156.1	ENSDARP00000113729.1
ENSDARP00000123542.2	ENSDARP00000050310.8
ENSDARP00000011743.5	ENSDARP00000149060.1
ENSDARP00000092069.4	ENSDARP00000146261.1
ENSDARP00000102515.3	ENSDARP00000150143.1
ENSDARP00000114403.1	ENSDARP00000147870.1
ENSDARP00000083966.6	ENSDARP00000042513.7
ENSDARP00000093275.4	ENSDARP00000148306.1
ENSDARP00000116604.1	ENSDARP00000143912.2
ENSDARP00000107797.2	ENSDARP00000157370.1
ENSDARP00000149937.1	ENSDARP00000156241.1
ENSDARP00000108572.2	ENSDARP00000149684.1
ENSDARP00000126153.1	ENSDARP00000153891.1
ENSDARP00000043773.5	ENSDARP00000149480.1
ENSDARP00000122936.1	ENSDARP00000151589.1
ENSDARP00000154029.1	ENSDARP00000105159.1
ENSDARP00000012382.6	ENSDARP00000049239.5
ENSDARP00000122226.1	ENSDARP00000146682.1
ENSDARP00000070070.5	ENSDARP00000149666.1
ENSDARP00000012229.8	ENSDARP00000146214.1
ENSDARP00000128818.3	ENSDARP00000155194.1
ENSDARP00000138093.1	ENSDARP00000157138.1
ENSDARP00000114468.1	ENSDARP00000072846.5
ENSDARP00000102323.2	ENSDARP00000104267.3
ENSDARP00000067287.6	ENSDARP00000137925.1
ENSDARP00000068002.4	ENSDARP00000147821.1
ENSDARP00000123473.2	ENSDARP00000149668.1
ENSDARP00000104415.2	ENSDARP00000133581.2
ENSDARP00000135390.1	ENSDARP00000046576.6
ENSDARP00000079805.4	ENSDARP00000150971.1
ENSDARP00000082277.5	ENSDARP00000153523.1
ENSDARP00000107725.1	ENSDARP00000150241.1
ENSDARP00000118704.1	ENSDARP00000072861.5
ENSDARP00000109784.2	ENSDARP00000149129.1
ENSDARP00000062458.6	ENSDARP00000153071.1
ENSDARP00000072107.3	ENSDARP00000153519.1
ENSDARP00000072525.5	ENSDARP00000149732.1
ENSDARP00000122302.1	ENSDARP00000147467.1
ENSDARP00000018819.5	ENSDARP00000063080.4
ENSDARP00000108860.2	ENSDARP00000152960.1
ENSDARP00000095383.4	ENSDARP00000139084.1
ENSDARP00000050987.2	ENSDARP00000156971.1
ENSDARP00000066392.5	ENSDARP00000147921.1
ENSDARP00000120649.1	ENSDARP00000148908.1
ENSDARP00000084654.5	ENSDARP00000149612.1
ENSDARP00000136626.2	ENSDARP00000150452.1
ENSDARP00000026323.8	ENSDARP00000148547.1
ENSDARP00000053221.5	ENSDARP00000108621.2
ENSDARP00000005525.6	ENSDARP00000154905.1
ENSDARP00000099707.2	ENSDARP00000056356.6
ENSDARP00000127423.1	ENSDARP00000151103.1
ENSDARP00000119989.2	ENSDARP00000156884.1
ENSDARP00000128868.1	ENSDARP00000112506.2
ENSDARP00000122388.1	ENSDARP00000152162.1
ENSDARP00000062586.5	ENSDARP00000155432.1
ENSDARP00000060897.3	ENSDARP00000130962.2
ENSDARP00000104899.3	ENSDARP00000151660.1
ENSDARP00000133584.2	ENSDARP00000096436.3
ENSDARP00000125655.1	ENSDARP00000148138.1
ENSDARP00000091489.4	ENSDARP00000157590.1
ENSDARP00000116217.1	ENSDARP00000157158.1
ENSDARP00000024102.7	ENSDARP00000137260.2
ENSDARP00000109848.2	ENSDARP00000150830.1
ENSDARP00000094016.3	ENSDARP00000154693.1
ENSDARP00000073464.4	ENSDARP00000155838.1
ENSDARP00000099330.1	ENSDARP00000150647.1
ENSDARP00000008437.9	ENSDARP00000147164.1
ENSDARP00000119529.1	ENSDARP00000033474.8
ENSDARP00000126092.1	ENSDARP00000125719.1
ENSDARP00000032295.7	ENSDARP00000153914.1
ENSDARP00000148307.1	ENSDARP00000155077.1
ENSDARP00000125861.1	ENSDARP00000154224.1
ENSDARP00000136511.1	ENSDARP00000135412.2
ENSDARP00000125514.1	ENSDARP00000118962.2
ENSDARP00000115536.1	ENSDARP00000152884.1
ENSDARP00000043038.5	ENSDARP00000157616.1
ENSDARP00000004660.5	ENSDARP00000147669.1
ENSDARP00000142359.1	ENSDARP00000148411.1
ENSDARP00000031013.8	ENSDARP00000147172.1
ENSDARP00000027768.6	ENSDARP00000154959.1
ENSDARP00000045683.3	ENSDARP00000143593.2
ENSDARP00000049513.4	ENSDARP00000154961.1
ENSDARP00000109435.1	ENSDARP00000157180.1
ENSDARP00000007599.4	ENSDARP00000153489.1
ENSDARP00000020522.7	ENSDARP00000146353.1
ENSDARP00000131514.2	ENSDARP00000155730.1
ENSDARP00000131318.1	ENSDARP00000151035.1
ENSDARP00000116167.2	ENSDARP00000154391.1
ENSDARP00000009109.7	ENSDARP00000150142.1
ENSDARP00000069642.4	ENSDARP00000034195.5
ENSDARP00000009538.5	ENSDARP00000155611.1
ENSDARP00000054234.5	ENSDARP00000108468.2
ENSDARP00000142913.1	ENSDARP00000153286.1
ENSDARP00000011069.6	ENSDARP00000148430.1
ENSDARP00000141674.1	ENSDARP00000147061.1
ENSDARP00000098245.2	ENSDARP00000150180.1
ENSDARP00000046506.3	ENSDARP00000148396.1
ENSDARP00000128297.1	ENSDARP00000148983.1
ENSDARP00000086159.4	ENSDARP00000145555.1
ENSDARP00000101563.2	ENSDARP00000147733.1
ENSDARP00000117285.1	ENSDARP00000136000.2
ENSDARP00000117263.1	ENSDARP00000156611.1
ENSDARP00000047739.4	ENSDARP00000152086.1
ENSDARP00000073614.3	ENSDARP00000154851.1
ENSDARP00000078255.4	ENSDARP00000150270.1
ENSDARP00000043258.6	ENSDARP00000051433.2
ENSDARP00000108338.2	ENSDARP00000148031.1
ENSDARP00000003894.5	ENSDARP00000053324.4
ENSDARP00000144280.2	ENSDARP00000150952.1
ENSDARP00000146148.1	ENSDARP00000155697.1
ENSDARP00000098798.2	ENSDARP00000153906.1
ENSDARP00000051622.3	ENSDARP00000150489.1
ENSDARP00000092078.3	ENSDARP00000150857.1
ENSDARP00000129161.1	ENSDARP00000151768.1
ENSDARP00000142882.1	ENSDARP00000014936.10
ENSDARP00000099119.3	ENSDARP00000145798.1
ENSDARP00000102660.2	ENSDARP00000153589.1
ENSDARP00000082946.5	ENSDARP00000151765.1
ENSDARP00000121482.1	ENSDARP00000078079.6
ENSDARP00000132990.2	ENSDARP00000148092.1
ENSDARP00000124115.1	ENSDARP00000148909.1
ENSDARP00000008534.7	ENSDARP00000145199.1
ENSDARP00000086435.4	ENSDARP00000157635.1
ENSDARP00000119282.1	ENSDARP00000148507.1
ENSDARP00000095097.4	ENSDARP00000039759.6
ENSDARP00000115577.1	ENSDARP00000149538.1
ENSDARP00000134031.1	ENSDARP00000156316.1
ENSDARP00000082095.4	ENSDARP00000156056.1
ENSDARP00000058065.6	ENSDARP00000157664.1
ENSDARP00000101107.3	ENSDARP00000104064.2
ENSDARP00000064155.5	ENSDARP00000151647.1
ENSDARP00000013350.4	ENSDARP00000157556.1
ENSDARP00000127361.1	ENSDARP00000157482.1
ENSDARP00000066476.4	ENSDARP00000148274.1
ENSDARP00000091542.4	ENSDARP00000153452.1
ENSDARP00000007712.8	ENSDARP00000154796.1
ENSDARP00000037635.6	ENSDARP00000148036.1
ENSDARP00000094267.3	ENSDARP00000151270.1
ENSDARP00000136285.2	ENSDARP00000084087.5
ENSDARP00000112911.1	ENSDARP00000145035.1
ENSDARP00000108343.2	ENSDARP00000154451.1
ENSDARP00000127440.1	ENSDARP00000148046.1
ENSDARP00000098069.1	ENSDARP00000145219.1
ENSDARP00000061913.4	ENSDARP00000154393.1
ENSDARP00000079688.6	ENSDARP00000142491.2
ENSDARP00000105890.2	ENSDARP00000150490.1
ENSDARP00000070950.4	ENSDARP00000146761.1
ENSDARP00000018900.5	ENSDARP00000015549.8
ENSDARP00000130159.1	ENSDARP00000149928.1
ENSDARP00000042099.4	ENSDARP00000157336.1
ENSDARP00000122199.1	ENSDARP00000147571.1
ENSDARP00000094265.2	ENSDARP00000144794.1
ENSDARP00000064877.4	ENSDARP00000147708.1
ENSDARP00000117902.2	ENSDARP00000115065.2
ENSDARP00000115337.1	ENSDARP00000099306.2
ENSDARP00000146188.1	ENSDARP00000023546.7
ENSDARP00000120319.1	ENSDARP00000148955.1
ENSDARP00000101993.3	ENSDARP00000153475.1
ENSDARP00000016330.8	ENSDARP00000045070.6
ENSDARP00000066268.4	ENSDARP00000150880.1
ENSDARP00000073439.4	ENSDARP00000147945.1
ENSDARP00000081638.4	ENSDARP00000146717.1
ENSDARP00000048732.5	ENSDARP00000135836.1
ENSDARP00000031745.8	ENSDARP00000150103.1
ENSDARP00000107382.3	ENSDARP00000152809.1
ENSDARP00000081642.5	ENSDARP00000149418.1
ENSDARP00000011506.7	ENSDARP00000132934.1
ENSDARP00000142857.1	ENSDARP00000151550.1
ENSDARP00000126756.1	ENSDARP00000107219.3
ENSDARP00000116923.1	ENSDARP00000155317.1
ENSDARP00000109562.1	ENSDARP00000155890.1
ENSDARP00000068141.4	ENSDARP00000150893.1
ENSDARP00000144845.1	ENSDARP00000100799.3
ENSDARP00000018865.6	ENSDARP00000041228.4
ENSDARP00000136199.1	ENSDARP00000148929.1
ENSDARP00000122049.1	ENSDARP00000136775.1
ENSDARP00000090416.3	ENSDARP00000003248.4
ENSDARP00000094761.3	ENSDARP00000148376.1
ENSDARP00000074012.5	ENSDARP00000139107.2
ENSDARP00000080616.1	ENSDARP00000102690.4
ENSDARP00000059193.5	ENSDARP00000156642.1
ENSDARP00000145171.1	ENSDARP00000130559.2
ENSDARP00000051091.5	ENSDARP00000146686.1
ENSDARP00000128370.1	ENSDARP00000156764.1
ENSDARP00000073103.4	ENSDARP00000153704.1
ENSDARP00000123377.1	ENSDARP00000150875.1
ENSDARP00000087012.5	ENSDARP00000026585.8
ENSDARP00000021244.9	ENSDARP00000153104.1
ENSDARP00000018643.7	ENSDARP00000157615.1
ENSDARP00000116175.1	ENSDARP00000154363.1
ENSDARP00000005830.8	ENSDARP00000106808.3
ENSDARP00000043491.4	ENSDARP00000153310.1
